"SplunkVersion","FolderName","IdentityReference","FileSystemRights"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\share","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\share","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\share","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\share","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\share","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\share","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\share\mongo-c-driver","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\share\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\share\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\share\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\share\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\share\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\share\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\share\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\share\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\share\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\share\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\share\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\share\splunk\3rdparty","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\share\splunk\3rdparty","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\share\splunk\3rdparty","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\share\splunk\3rdparty","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\share\splunk\3rdparty","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\share\splunk\3rdparty","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\share\splunk\3rdparty","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\share\splunk\3rdparty","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\share\splunk\3rdparty","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\share\splunk\3rdparty","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\var","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\var","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\var","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\var","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\var","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\var","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\var","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\var","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\var","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\var","Everyone","Read, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\var","Everyone","Read, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\var","Everyone","Read, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\var","Everyone","Read, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\var","Everyone","Read, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\var","Everyone","Read, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\var","Everyone","Read, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\var","Everyone","Read, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\var","Everyone","Read, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\var","Everyone","Read, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\var","Everyone","Read, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\var\lib","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\var\lib","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\var\lib","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\var\lib","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\var\lib","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\var\lib","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\var\lib","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\var\lib","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\var\lib","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\var\lib","Everyone","Read, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\var\lib","Everyone","Read, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\var\lib","Everyone","Read, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\var\lib","Everyone","Read, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\var\lib","Everyone","Read, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\var\lib","Everyone","Read, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\var\lib","Everyone","Read, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\var\lib","Everyone","Read, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\var\lib","Everyone","Read, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\var\lib","Everyone","Read, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\var\lib","Everyone","Read, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\var\lib\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\var\lib\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\var\lib\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\var\lib\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\var\lib\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\var\lib\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\var\lib\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\var\lib\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\var\lib\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\var\lib\splunk","Everyone","Read, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\var\lib\splunk","Everyone","Read, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\var\lib\splunk","Everyone","Read, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\var\lib\splunk","Everyone","Read, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\var\lib\splunk","Everyone","Read, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\var\lib\splunk","Everyone","Read, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\var\lib\splunk","Everyone","Read, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\var\lib\splunk","Everyone","Read, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\var\lib\splunk","Everyone","Read, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\var\lib\splunk","Everyone","Read, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\var\lib\splunk","Everyone","Read, Synchronize"
